грязь	N	1) mud 2) dirt (stain or spot (on clothes etc)) 3) filth, smut, dirt [figuratively]
грёза	N	1) dream, daydream, vision
гуава	N	1) guava
гуано	N	1) guano 2) excrement; shit [euphemistic]
гуаньхуа	N	1) Guanhua
гуашь	N	1) gouache
губа	N	1) lip [anatomy] 2) bay, inlet (''usually in northern Russia'') [geography] 3) stockade (''prison''), see [military, colloquial] 4) detention in a stockade (as a punishment), see [military, colloquial]
губернатор	N	1) governor
губерния	N	1) province, governorate, gubernia [historical]
губка	N	1) diminutive form губа 2) sponge
губная помада	N	1) lipstick
губнушка	N	1) lipstick [colloquial]
гувернантка	N	1) governess
гуглофон	N	1) Googlephone
гудение	N	1) buzzing; droning; humming 2) honking
гуджарати	N	1) Gujarati (language)
гудок	N	1) hooter; toot; siren; honk; whistle (ship, train, factory, car, etc.) 2) gudok
гуж	N	1) tug
гузка	N	1) rump ''(of a bird)''
гузно	N	1) butt [derogatory]
гул	N	1) boom, rumble, rumbling, hum, buzz, din
гулаг	N	1) gulag [historical]
гулливер	N	1) very tall person, giant
гуля	N	1) bump, blister, bruise
гуляка	N	1) reveller 2) idler
гулянка	N	1) outing, party [colloquial]
гулянье	N	1) walk, walking; stroll 2) revelry, open-air merrymaking, outdoor fete; (popular) festival
гуманизм	N	1) humanism
гуманист	N	1) humanist
гуманитарий	N	1) humanitarian
гуманность	N	1) humanity, humaneness
гуманоид	N	1) humanoid
гумно	N	1) threshing-floor, cleared plot of land in farms on which stacks of grain are piled, accompanied by threshing and processing of grain [agriculture] 2) barn, shed for compressed grain [agriculture] 3) a minced oath form of
гуна	N	1) threadbare clothes, rags, tatters [archaic, colloquial] 2) (male or female) sloven, slut, slattern [archaic, colloquial, figurative]
гунн	N	1) Hun
гуня	N	1) [variant of гу́на]
гурман	N	1) gourmet
гурт	N	1) drove, herd, flock 2) milled edge ''(of a coin)''
гуру	N	1) guru
гурукула	N	1) gurukula
гурьба	N	1) crowd, throng [colloquial]
гусак	N	1) gander 2) pluck [regional]
гусар	N	1) hussar
гусеница	N	1) caterpillar 2) ''(mechanical)'' caterpillar track
гусиная кожа	N	1) goose bumps, goose pimples, goose flesh
гусли	N	1) gusli [musical instruments]
густота	N	1) thickness; density
гусыня	N	1) a female goose
гусь	N	1) goose
гусёнок	N	1) gosling
гуща	N	1) sediment, ''(coffee)'' grounds, ''(beer)'' lees, ''soup'' the body 2) thicket 3) thick, centre, middle
гц	N	1) Hz, hertz
гэ	N	1) The Cyrillic letter Г, г 2) The Roman letter G, g, also called же
гэбист	N	1) a member of the Soviet or Russian state security such a KGB, FSB, etc. [pejorative]
гэканье	N	1) &quot; hekanye&quot; , the non-standard pronunciation of letter,asorandin devoiced positions, instead of the standardandin devoiced positions as heard in Southern Russian (the European part, south from Voronezh), Ukrainian and Belarusian, also commonly by Russians or Russian speakers in Ukraine and Belarus. [phonology]
гэканье	N	1) &quot; gekanye&quot; , the standard and common pronunciation of letter,asandin devoiced positions. This is the feature of the standard Russian and the most common pronunciation in Northern and Central dialects and spread in most parts of Eastern Russian - Urals, Siberia and the Far East. [phonology, rare]
гэта	N	1) geta
гюрза	N	1) blunt-nosed viper, ''Macrovipera lebetina''
гяур	N	1) giaour [derogatory]
гёдза	N	1) gyoza
гёрлфренд	N	1) girlfriend
д-р	N	1) Dr., doctor (PhD or MD)
дабл-ю	N	1) The English letter W, w
давильня	N	1) winepress
давка	N	1) throng, jam, crush
давление	N	1) pressure (physics: amount of force divided by area)
давность	N	1) remoteness (in time), antiquity; long standing; time limitation
дадаист	N	1) Dadaist
дайджест	N	1) digest
даймё	N	1) daimyo [historical]
дак	N	1) Dacian
дактиль	N	1) dactyl
дал	N	1) 
далай-лама	N	1) Dalai Lama
далматская собака	N	1) Dalmatian
далматский дог	N	1) Dalmatian
даль	N	1) distance
дальнейшее	N	1) future, what has happened or will happen subsequently, later on
дальнобойщик	N	1) long-haul truck driver (long-range hitter) [colloquial]
дальномер	N	1) rangefinder
дальность	N	1) distance, remoteness, range
дама	N	1) lady 2) dance partner 3) queen [card games]
дамба	N	1) dam, levee, dike
дамка	N	1) king [checkers]
дамоклов меч	N	1) sword of Damocles
дамочка	N	1) dame, damsel, young lady, young woman
дамы и господа	N	1) ladies and gentlemen
дан	N	1) Dane (member of a Germanic tribe) [historical]
дан	N	1) dan [sports]
данакильский	N	1) Afar
данник	N	1) tributary ''(nation, state, etc.)''
данность	N	1) a given
данные	N	1) data, facts, information
дантист	N	1) dentist
дань	N	1) contribution, tribute 2) tributary 3) homage, tribute 4) toll
даосизм	N	1) Taoism
дар	N	1) gift, present 2) talent, aptitude
дарвинизм	N	1) Darwinism
дарвинист	N	1) Darwinist, Darwinian
дарение	N	1) donation
дари	N	1) Dari
дармштадтий	N	1) darmstadtium
дарование	N	1) gift, talent 2) bestowal
дата	N	1) date (point in time)
дата рождения	N	1) date of birth
дательный падеж	N	1) dative case
датирование	N	1) dating
датский	N	1) Danish language
датский дог	N	1) Great Dane
датчанин	N	1) Dane
датчанка	N	1) female Dane
датчик	N	1) transducer, sensing unit, sending unit, gage, sensor
дацзыбао	N	1) dazibao, a wall-mounted newspaper etc., as a popular form of communication in China.  :: А кто не чтит цитат — тот ренегат и гад!&lt; br &gt; :: Тому на задницу наклеим дацзыбао!&lt; br &gt; :: Кто с Мао вступит в спор, тому дадут отпор&lt; br &gt; :: Его супруга вместе с другом Линем Бяо! (''lyrics by Vladimir Vysotsky'') [history]
дача	N	1) dacha, villa, country house 2) a (small) plot of land in the outskirts of Russian cities usually used by city dwellers for growing fruit and vegetables 3) giving
дачник	N	1) summer resident; owner of a dacha
двадцатиугольник	N	1) icosagon
двадцатка	N	1) twenty [colloquial] 2) twenty roubles, dollars, etc. [colloquial] 3) (tram, bus, etc.) number twenty [colloquial]
две пары	N	1) two pair [poker]
дверка	N	1) (a small) door
дверца	N	1) door
дверь	N	1) door
двигатель	N	1) engine, motor
двигатель внутреннего сгорания	N	1) internal combustion engine
движение	N	1) movement, motion, stirring 2) traffic 3) ''(plural)'' light gymnastics
движитель	N	1) mover, driver
движок	N	1) (small) engine, motor [colloquial] 2) slider, cursor, arm, movable indicator, runner
двинянин	N	1) native of Northern Dvina region
двоежёнство	N	1) bigamy
двоемыслие	N	1) doublethink
двоеперстие	N	1) A sign of the cross made with two fingers. [religion]
двоеточие	N	1) colon ''(punctuation)''
двоечник	N	1) pupil with only the lowest mark &quot; two&quot; in his record 2) (by extension) anyone who is a bad performer
двоечница	N	1) a female pupil with only the lowest mark &quot; two&quot; in his record 2) (by extension) anyone who is a bad performer (female)
двойка	N	1) two 2) ''(mark)'' two ''(out of five)'', poor; D mark, D grade 3) two, deuce [cars] 4) No 2 (bus, tram, etc.) 5) pair-oar boat, pair, double sculls 6) two-piece suit
двойник	N	1) look-alike, double (a person resembling or standing for another)
двойня	N	1) twins
двойственность	N	1) duality; duplicity; ambivalence
двор	N	1) yard 2) courtyard 3) homestead 4) court
дворец	N	1) palace
дворецкий	N	1) butler
дворик	N	1) (a small) courtyard
дворник	N	1) janitor 2) street cleaner
дворник	N	1) wiper, windshield wiper, windscreen wiper
дворня	N	1) domestic servants [collective]
дворняга	N	1) cur, mutt, mongrel [colloquial]
дворняжка	N	1) cur; mutt; mongrel
дворянин	N	1) noble, nobleman 2) armiger
дворянка	N	1) noblewoman
дворянство	N	1) nobility; the nobles; gentry
двоюродная бабушка	N	1) great-aunt
двоюродная внучка	N	1) grandniece, great-niece ''(nephew's or niece's daughter)''
двоюродная племянница	N	1) first cousin once removed ''(uncle's granddaughter; different from двоюродная тётя)''
двоюродная сестра	N	1) first cousin ''(uncle's or aunt's daughter)''
двоюродная тётка	N	1) first cousin once removed ''(great uncle's daughter; different from двоюродная племянница)''
двоюродная тётя	N	1) first cousin once removed ''(great uncle's daughter; different from двоюродная племянница)''
двоюродный брат	N	1) first cousin ''(uncle's or aunt's son)''
двоюродный внук	N	1) grandnephew, great-nephew ''(nephew's son)''
двоюродный дед	N	1) great uncle
двоюродный дядя	N	1) first cousin once removed ''(great uncle's son; different from двоюродный племянник)''
двоюродный племянник	N	1) first cousin once removed ''(uncle's grandson; different from двоюродный дядя)''
двоюродный правнук	N	1) great-grandnephew ''(nephew's grandson)''
двоякость	N	1) doubleness
двугорбый верблюд	N	1) Bactrian camel (''Camelus bactrianus'')
двуличие	N	1) duplicity
двуокись	N	1) dioxide [chemistry, dated]
двуокись углерода	N	1) carbon dioxide
двуперстие	N	1) A sign of the cross made with two fingers. [religion]
двурушник	N	1) double-dealer
двусмысленность	N	1) ambiguity 2) ambiguous expression, double entendre
двухтактный двигатель	N	1) two-stroke engine
двухтомник	N	1) two-volume work [colloquial]
двуязычность	N	1) bilingualism
дебаты	N	1) debate
дебет	N	1) debit [accounting]
дебил	N	1) moron, imbecile, idiot
дебитор	N	1) debtor [finance]
дебиторская задолженность	N	1) accounts receivable
дебош	N	1) debauch
дебошир	N	1) rowdy, debauchee
дебри	N	1) thickets, jungle, wilderness, wilds, bush 2) maze, labyrinth [figuratively]
дебют	N	1) debut 2) opening [chess]
дебютант	N	1) debutant
дева	N	1) maiden, maid, virgin [poetic]
девайс	N	1) device
девальвация	N	1) devaluation [finance]
деванагари	N	1) Devanagari
деверь	N	1) brother-in-law ''(husband’s brother)''. His wife is one’s невестка
девиация	N	1) deviation 2) drift [aviation]
девиз	N	1) motto
девица	N	1) damsel, maid, maiden, girl
девичество	N	1) girlhood, maidenhood
девичник	N	1) a marriage rite on a night before the wedding [historical] 2) bachelorette party, hen party, hen night
девичья фамилия	N	1) maiden name
девка	N	1) wench, girl, bird, broad 2) maid 3) whore, tart, strumpet [vulgar]
девочка	N	1) girl, little girl ''(before the age of puberty)''
девочка-подросток	N	1) girl, teenage girl ''(at the age of puberty)''
девственная плева	N	1) virginal membrane, hymen [anatomy]
девственник	N	1) virgin
девственница	N	1) virgin
девственность	N	1) virginity, chastity
девство	N	1) maidenhood [obsolete]
девушка	N	1) girl ''(from the age of puberty to womanhood)'' 2) lass 3) miss (''informal but common form of address to a young girl or woman'')
девчата	N	1) girls [colloquial]
девчонка	N	1) girl 2) gal
девчушка	N	1) girlie, lassie [colloquial]
девятая	N	1) ninth part, one ninth
девятка	N	1) ''(digit)'' nine [colloqial] 2) group of nine 3) nine [cards] 4) No 9 bus (tram, etc) [colloqial] 5) top corner of the goal [sport]
девятнадцатиугольник	N	1) enneadecagon
деградация	N	1) degradation
дегтярня	N	1) tar works
дегустатор	N	1) expert taster, degustator
дегустация	N	1) tasting, degustation
дед	N	1) grandfather 2) old man 3) forefathers [in the plural] 4) soldier who is approaching demobilization [military, _, slang]
дедовщина	N	1) dedovshchina, mobbing, hazing, bullying (''in the army'')
дедуля	N	1) grandfather, granddad, pops [colloquial, endearingly] 2) old man [colloquial, endearingly]
дедушка	N	1) grandfather 2) old man
деепричастие	N	1) adverbial participle, gerund, verbal adverb [grammar]
деепричастие настоящего времени	N	1) present adverbial participle, present gerund [grammar]
деепричастие прошедшего времени	N	1) past adverbial participle, past gerund [grammar]
дееспособность	N	1) capacity 2) efficiency, vitality 3) competence, legal capacity [legal]
дежа	N	1) kneading trough
дежавю	N	1) deja vu
дежурная	N	1) woman on duty
дежурный	N	1) person on duty
дежурство	N	1) duty, watch
деза	N	1) disinformation [colloquial]
дезертир	N	1) deserter
дезертирство	N	1) desertion [military] 2) debt evasion [figurative] 3) dereliction of duty [figurative]
дезинтеграция	N	1) decomposition, disintegration, disintegration, disruption
дезинфекция	N	1) disinfection
дезинформация	N	1) disinformation
дезодорант	N	1) deodorant
дезоксирибонуклеиновая кислота	N	1) deoxyribonucleic acid, DNA [biochemistry]
деизм	N	1) deism [religion]
деист	N	1) deist [philosophy]
действенность	N	1) efficacy, efficiency
действие	N	1) action, activity 2) effect, efficacy 3) influence, impact 4) operation [military, engineering, mathematics] 5) act [theater]
действительное причастие настоящего времени	N	1) present participle active [grammar]
действительное причастие прошедшего времени	N	1) past participle active [grammar]
действительность	N	1) reality, actuality 2) validity
действительный залог	N	1) active voice
действо	N	1) action [obsolete]
действующая сила	N	1) agent
действующие лица	N	1) dramatis personae
действующий вулкан	N	1) active volcano
дейтерий	N	1) deuterium [physics]
дека	N	1) sounding board
декабрист	N	1) Decembrist (sympathizer of the Decembrist revolt)
декабрь	N	1) Twelfth month of the year, containing 31 days 2) December
декада	N	1) ten days 2) ten years; decade
декалитр	N	1) decaliter
декан	N	1) dean
декан	N	1) decane
деканат	N	1) dean's office
декель	N	1) deckle, tympan [printing]
декларация	N	1) declaration
декольте	N	1) décolletage, décolleté
декор	N	1) décor
декоративность	N	1) decorativeness, decorativity, ornamentality 2) picturesqueness
декорация	N	1) decoration
декрет	N	1) decree, edict 2) ''colloq.'' maternity leave (short for декретный отпуск)
дексель	N	1) adz, adze
делание	N	1) doing, making
делегат	N	1) delegate, deputy, representative
делегация	N	1) delegation
делегирование	N	1) delegation
деление	N	1) division, partition 2) point ''(on a scale)''
делец	N	1) businessman, moneymaker, operator [usually, disapprovingly]
деликатес	N	1) delicacy; dainty; delicatessen; tidbit; gourmet food
деликатность	N	1) tact, tactfulness, delicacy
делимое	N	1) dividend [arithmetic]
делирий	N	1) delirium
делитель	N	1) divisor [arithmetic]
делишки	N	1) affairs, matters, things [colloquial]
дело	N	1) affair, matter, concern 2) work, business 3) art, science 4) deed, act, action 5) court case 6) cause 7) ''in expessions''
деловитость	N	1) business-like character, business-like manners
делопроизводство	N	1) clerical work, office work, records management
дельта	N	1) delta
дельтаплан	N	1) hang glider
дельфин	N	1) dolphin
делёж	N	1) sharing (out), distribution
демагог	N	1) demagogue
демагогия	N	1) demagogy, demagogism, demagoguery
демарш	N	1) démarche
дематериализация	N	1) dematerialization
дембель	N	1) demob [inanimate, informal] 2) demobee [animate, informal]
деминутив	N	1) [variant of диминути́в]
демиург	N	1) demiurge
демобилизация	N	1) demobilization
демография	N	1) demography
демократ	N	1) democrat
демократизация	N	1) democratization
демократизм	N	1) democracy 2) democratism
демократический социализм	N	1) democratic socialism
демократический централизм	N	1) democratic centralism
демократия	N	1) democracy
демон	N	1) demon (evil spirit) [mythology]
демон	N	1) daemon [computing]
демонизация	N	1) demonization
демонстрант	N	1) demonstrator
демонстрантка	N	1) female demonstrator
демонстрация	N	1) demonstration, march 2) show, display
демонтаж	N	1) dismantling, disassembling, dismantlement
демпинг	N	1) dumping [economics]
демшиза	N	1) the state of mind of a rabid radical democrat [derogatory] 2) rabid radical democrats [collective]
денди	N	1) dandy, a man very concerned about his clothes and his appearance
дендрарий	N	1) arboretum
денница	N	1) dawn [archaic, poetic] 2) morning star [archaic, poetic]
денщик	N	1) valet, batman, aide-de-camp [historical]
день	N	1) day, daytime 2) afternoon, early evening
день варенья	N	1) birthday (''literally'', jam day) [colloquial, humorous]
день всех святых	N	1) All Hallows' Day
день рождения	N	1) birthday
деньга	N	1) money, dough [colloquial] 2) coin, note [colloquial]
деньжата	N	1) money [colloquial]
денёк	N	1) day
департамент	N	1) department; board
депеша	N	1) dispatch [diplomacy] 2) telegram [obsolete] 3) ''(patry of post sendings)'' dispatch
депо	N	1) depot, station, warehouse (company or facility that provides maintenance, repair and parking for rolling stock, usually rail) [transport] 2) station, firehouse, fire station (facility that accommodates fire trucks and special equipment)
депозит	N	1) deposit (money placed in an account)
депортация	N	1) deportation
депрессия	N	1) depression, slump, decline [economics] 2) depression, dejection [psychology]
депутат	N	1) deputy, delegate
дерби	N	1) Derby
дервиш	N	1) Dervish
деревенение	N	1) lignification (turning to wood)
деревенщина	N	1) yokel, bumpkin, hick, redneck
деревенька	N	1) (a small) village
деревня	N	1) village 2) countryside 3) yokel, bumpkin [colloquial, both feminine and masculine with animacy]
дерево	N	1) tree 2) wood (only ''singular'')
деревообделочная	N	1) woodworking shop
деревообделочник	N	1) joiner, woodworker
дереворубка	N	1) felling machine, tree-felling machine
деревушка	N	1) (a small) village
деревце	N	1) sapling, small tree
деревцо	N	1) sapling, small tree
деревянка	N	1) common tormentil (a low, rosaceous herb of Europe, Potentilla erecta)
деревянность	N	1) woodiness
деревяшка	N	1) piece of wood 2) stump, wooden leg
дереза	N	1) boxthorn, wolfberry (genus ''Lycium'') [botany]
держава	N	1) state, power 2) orb, globe, mound
держатель	N	1) holder [animate] 2) holder [inanimate]
держидерево	N	1) Jerusalem thorn [botany]
дерзость	N	1) impudence, impertinence, insolence, rudeness, cheek 2) daring, boldness, audacity
дериватив	N	1) derivative (financial instrument whose value depends on the valuation of an underlying instrument)
дерматин	N	1) leatherette
дерьмо	N	1) shit, crap (excrement) [vulgar] 2) shit, crap (stuff, things) [vulgar, slang] 3) scumbag, shithead (a bad person) [vulgar, slang]
десант	N	1) landing ''(of troops)'' 2) troops landed, landing party
десантирование	N	1) landing, dropping
десантник	N	1) paratrooper, commando
десерт	N	1) dessert
десертное вино	N	1) dessert wine, sweet wine
десна	N	1) gum ''(soft tissue around the teeth)''
десница	N	1) right hand [poetic]
деспот	N	1) despot
деспотизм	N	1) despotism, tyranny
деспотия	N	1) despotism
дестабилизация	N	1) destabilization
десятая	N	1) tenth
десятилетие	N	1) decade
десятилетка	N	1) ten-year secondary school [colloquial]
десятина	N	1) dessiatina 2) tithe [historical]
десятка	N	1) ten (about numeral, card, bank note, bus number etc.) 2) top ten 3) ten [cards]
десяток	N	1) ten, set of ten 2) tens, ten's place 3) decade 4) dozens of, many [in the plural]
десять заповедей	N	1) Ten Commandments
детализация	N	1) specification in detail
деталь	N	1) detail, nicety 2) minutiae [in the plural] 3) part, component [engineering]
детвора	N	1) children, kids [colloquial, collective]
детдом	N	1) children's home, orphanage
детектив	N	1) detective 2) detective story (''book'' or ''film''), whodunit
детектор	N	1) detector
детерминатив	N	1) determiner [linguistics]
детина	N	1) husky  hefty  stalwart lad  chap, big fellow [colloquial]
детишки	N	1) children, kids [colloquial]
детище	N	1) child, offspring [archaic] 2) work, creation, brainchild [figurative, inanimate]
детка	N	1) baby, honey 2) baby, child
детонатор	N	1) detonator
деточка	N	1) child, kid
детсад	N	1) kindergarten
детская	N	1) child's room, children's room (''also'')
детская площадка	N	1) playground
детский дом	N	1) children's home, orphanage
детство	N	1) childhood
детёнок	N	1) young one, youngster 2) baby, young child
детёныш	N	1) young of an animal 2) baby animal
дефект	N	1) defect, blemish
дефиле	N	1) defile ''(thin canyon)'' 2) defiling, marching, parade [military] 3) fashion parade
дефиниция	N	1) definition
дефис	N	1) hyphen
дефицит	N	1) deficit 2) deficiency, shortage
дефолт	N	1) default [finance]
деформация	N	1) deformation
деформирование	N	1) deforming
дехканин	N	1) Central Asian or Iranian peasant
децентрализация	N	1) decentralization
децибел	N	1) decibel
дециграмм	N	1) decigram
децилитр	N	1) decilitre
дециметр	N	1) decimetre
дешевизна	N	1) cheapness
дешёвка	N	1) low price [colloquial] 2) a cheap, worthless thing; cheapie [colloquial, pejorative]
деяние	N	1) deed, act, action, exploit (heroic or extraordinary deed)
деятель	N	1) doer, actor, agent 2) (''famous'') personality
деятельница	N	1) female doer, actor, agent 2) (''famous'') female personality
деятельность	N	1) activity 2) work
джаз	N	1) jazz [music]
джаз-банд	N	1) jazz band [music]
джакузи	N	1) jacuzzi
джанк-фуд	N	1) junk food
джей	N	1) ''(English letter)'' J, j
джекфрут	N	1) jackfruit
джем	N	1) jam (''food'')
джемпер	N	1) jumper
джентльмен	N	1) gentleman
джерки	N	1) jerky [neologism]
джерси	N	1) jersey
джи	N	1) ''(English letter)'' G, g
джигит	N	1) dzhigit (djigit, jigit) (a skilled horseman in the Caucasus and Central Asia). [Caucasus, Central Asia]
джин	N	1) gin
джинн	N	1) jinn, jinni, genie ''(any of a class of spirits from Islamic mythology)''
джинса	N	1) denim 2) jeanswear, denimwear 3) advertisement content of low quality, containing a lot of cliches
джинсы	N	1) jeans
джип	N	1) jeep
джиу-джитсу	N	1) jujitsu
джихад	N	1) jihad [usually, uncountable, Islam]
джоггинг	N	1) jogging
джогинг	N	1) jogging
джойстик	N	1) joystick [computing, video games]
джокер	N	1) joker [cards] 2) A trick-taking card game popular in Russia and other countries of the former USSR. [cards]
джоуль	N	1) joule
джунгли	N	1) jungle
джут	N	1) jute
дзайбацу	N	1) zaibatsu [economics]
дзельква	N	1) zelkova tree 2) zelkova wood
дзельква граболистная	N	1) Caucasian zelkova (tree or wood), Zelkova carpinifolia [botany]
дзельква пильчатая	N	1) keyaki, Japanese zelkova(tree or wood), Zelkova serrata. [botany]
дзонг-кэ	N	1) Dzongkha (''language'')
дзюдо	N	1) judo
ди	N	1) ''(English letter)'' D, d
диабет	N	1) diabetes [disease]
диагноз	N	1) diagnosis
диагност	N	1) diagnostician
диагностик	N	1) diagnostician
диагностика	N	1) diagnostics, diagnosis
диагональ	N	1) diagonal
диаграмма	N	1) diagram, graph, chart
диакон	N	1) deacon
диалект	N	1) dialect [linguistics]
диалектика	N	1) dialectic
диалог	N	1) dialogue
диамант	N	1) diamond [obsolete] 2) name of one of small fonts [printing]
диаметр	N	1) diameter (line)
диапазон	N	1) range; (radio) band; gamut
диаспора	N	1) diaspora (dispersion of a group of people) 2) diaspore [botany]
диафрагма	N	1) ''anatomy'' diaphragm 2) ''optics'' stop, aperture
див	N	1) deva, demon [mythology, folk lore]
дива	N	1) diva
диван	N	1) divan, sofa, couch 2) divan ''council'' 3) divan ''collection of poems''
диванчик	N	1) (a small) sofa, couch, settee, divan
диверсант	N	1) saboteur (especially foreign), wrecker
диверсификация	N	1) diversification
диверсия	N	1) sabotage, subversion
дивиденд	N	1) dividend
дивизион	N	1) cavalry battalion [military] 2) artillery battalion [military] 3) squadron [aviation]
дивизия	N	1) division [military]
диво	N	1) wonder, miracle, marvel
дигамма	N	1) digamma
диграф	N	1) digraph (computing: two-character sequence)
диез	N	1) sharp [music]
диета	N	1) diet
дизайн	N	1) design, style
дизайнер	N	1) designer
дизель	N	1) diesel fuel 2) diesel engine 3) diesel motor
дикарка	N	1) female savage (and other senses, seefor more)
дикарь	N	1) savage 2) shy person, unsociable person [colloquial, figuratively] 3) non-official holiday-maker (without a tour group or a prepaid hotel) [colloquial]
дикобраз	N	1) porcupine
диковинка	N	1) wonder, a strange or unusual thing or phenomenon, gimmick
дикость	N	1) wildness, savagery 2) shyness, unsociableness, lack of sociability [figuratively]
диктант	N	1) dictation
диктат	N	1) dictate
диктатор	N	1) dictator
диктатура	N	1) dictatorship
диктовка	N	1) dictation, dictating
диктор	N	1) anchor, announcer, speaker anchorman
дикторша	N	1) female anchor, announcer, speaker, anchorwoman [colloquial]
диктофон	N	1) dictation machine, dictaphone
дикуша	N	1) Siberian spruce grouse, ''Falcipennis falcipennis''
дикция	N	1) diction
дилемма	N	1) dilemma [logic, rhetoric]
дилер	N	1) dealer
дилетант	N	1) smatterer, dilettante 2) amateur, dabbler
дилетантка	N	1) female smatterer, dilettante 2) female amateur, dabbler
дилижанс	N	1) stage-coach, diligence
димер	N	1) dimer [chemistry]
диминутив	N	1) diminutive [linguistics]
дина	N	1) dyne
динамик	N	1) loudspeaker
динамит	N	1) dynamite
динамо	N	1) dynamo
динар	N	1) dinar [numismatics]
династия	N	1) dynasty
динго	N	1) dingo
динозавр	N	1) dinosaur
диод	N	1) diode [technology]
диплом	N	1) diploma 2) certificate of degree (''Russia, USSR'')
дипломант	N	1) person who is awarded with academic diploma; prizewinner, laureate
дипломат	N	1) diplomat (person who is accredited to represent a government) 2) briefcase
дипломатия	N	1) diplomacy
дипломник	N	1) student working on graduation thesis
дипсотрудник	N	1) diplomatic officer, diplomatic worker
директива	N	1) directive
директор	N	1) manager, director, principal, headmaster
директория	N	1) directory, folder
директриса	N	1) directrix [mathematics] 2) line of fire [military]
дирекция	N	1) directorate, board of directors 2) directorate, management 3) director's office, manager's office
дирижабль	N	1) airship, dirigible, blimp
дирижёр	N	1) conductor of a musical ensemble, bandmaster [music]
дирхам	N	1) dirham
дисбаланс	N	1) disbalance, imbalance
дисгармония	N	1) disharmony
диск	N	1) disk, disc 2) discus, platter [sports] 3) cartridge-drum 4) CD, compact disc [informal]
дискета	N	1) floppy disk [computing]
диско	N	1) disco (''type of music'')
дисковод	N	1) disk drive
дискомфорт	N	1) discomfort
дискотека	N	1) discotheque, disco
дискредитация	N	1) discredit, discrediting; defamation
дискриминация	N	1) discrimination (''distinct treatment on the basis of prejudice'')
дискурс	N	1) discourse
дискуссия	N	1) discussion
дискутант	N	1) discussant 2) panellist
дислокация	N	1) location, disposition 2) displacement, dislocation
диспансер	N	1) dispensary
диспашер	N	1) average adjuster, claims adjuster
диспетчер	N	1) dispatcher, controller, traffic superintendent
дисплей	N	1) display
диспозиция	N	1) disposition [military] 2) written marching orders [historical, military] 3) disposition [psychology]
диспрозий	N	1) dysprosium
диспропорция	N	1) disproportion
диспут	N	1) dispute, debate
диссертация	N	1) dissertation; thesis
диссидент	N	1) dissident; maverick
диссонанс	N	1) dissonance [music, linguistics, figurative]
дистанционное обучение	N	1) distance learning
дистанционное управление	N	1) remote control
дистанция	N	1) distance
дистрибуция	N	1) distribution
дистрибьютер	N	1) [variant of дистрибью́тор]
дистрибьютор	N	1) distributor [economics]
дистрофия	N	1) dystrophy
дисфория	N	1) dysphoria
дисфункция	N	1) dysfunction
дисциплина	N	1) discipline 2) branch of science
дитя	N	1) child, baby, kid (also used ironically or in similes) [dated, or, poetic]
дитё	N	1) variant of дитя́ [low, _, colloquial, non-standard]
дитёнок	N	1) little baby, young child
дифирамб	N	1) dithyramb, eulogy (a solemn choral song in honor of the god Dionysus) 2) exaggerated accolade
дифракция	N	1) diffraction
дифтонг	N	1) diphthong [linguistics]
диффамация	N	1) defamation, libel
дифференциация	N	1) differentiation, differentiating
диффузия	N	1) diffusion [physics]
дичина	N	1) venison, game
дичь	N	1) game (wild animals or birds hunted for food) 2) wilderness [colloquial] 3) nonsense, bosh, rubbish, rot [colloquial]
диэтил	N	1) diethyl [chemistry]
длань	N	1) palm [archaic, or, poetic]
длина	N	1) length
длительность	N	1) duration, time length
дневальный	N	1) orderly; person on duty
дневник	N	1) diary 2) journal, datebook, daybook 3) school record book
днище	N	1) bottom, bilge (of a vessel)
дно	N	1) floor, bed (hard surface at the bottom of a body of water) 2) bottom surface of a container 3) bottom of society [figuratively]
днюха	N	1) birthday [slang] 2) birthday party
до	N	1) ''(musical note)'' C
до бемоль	N	1) C flat [musical note]
до диез	N	1) C sharp (C#) [musical note]
добавка	N	1) additive 2) amendment 3) second helping 4) refill
добавление	N	1) addition, addendum, add-on, supplement
доберман-пинчер	N	1) Dobermann, Dobermann pinscher
доблесть	N	1) valour, prowess
добро	N	1) the good 2) goods, property 3) stuff 4) green light, consent, permission [colloquial]
доброволец	N	1) volunteer
добродетель	N	1) virtue (excellence in morals)
добродушие	N	1) mansuetude, amiability, geniality, good nature
доброжелатель	N	1) well-wisher
доброжелательность	N	1) benevolence, kindness, goodwill
добросовестность	N	1) conscientiousness, bona fides 2) scrupulosity
добрососедство	N	1) (good-)neighbourliness; (good)-neighbourly relations
доброта	N	1) kindness, goodness
добряк	N	1) kind, good-hearted man, good-natured person, good soul [colloquial]
добывание	N	1) getting, procuring 2) extraction, mining
добытчик	N	1) someone who extracts resources [colloquial] 2) breadwinner, (good) earner [colloquial]
добыча	N	1) extraction, mining, quarrying 2) booty, spoil, plunder 3) prey, catch
доведение	N	1) finishing, bringing to (something) 2) reduction
доведь	N	1) king, kinged piece [checkers]
доверенность	N	1) letter of attorney, power of attorney [legal] 2) proxy
доверенный	N	1) proxy 2) agent
доверие	N	1) trust
доверчивость	N	1) trustfulness 2) credulity 3) gullibility (quality of being easily deceived)
довершение	N	1) completion, consummation
довесок	N	1) makeweight [colloquial] 2) any piece added to something to achieve a desired weight [colloquial]
довод	N	1) argument, reason
